직원 이름,부서,월별 매출액,상품별 판매량,지역별 매출,개인정보_ID,사무실_내선번호
직원_5163,개발부,7256,187,부산,568330,5974
직원_5164,기획부,6104,64,광주,239663,2367
직원_5165,마케팅부,8061,191,경기,811444,9716
직원_5166,마케팅부,7883,93,대전,251183,2967
직원_5167,인사부,4138,72,부산,868333,1200
직원_5168,개발부,4283,130,대전,407765,2914
직원_5169,인사부,3190,179,대전,524698,2912
직원_5170,개발부,6117,106,광주,118359,3549
직원_5171,영업부,4128,76,대전,580525,3021
직원_5172,영업부,4936,82,광주,561353,8717
직원_5173,영업부,7176,96,부산,156015,4594
직원_5174,기획부,2385,91,부산,795527,8516
직원_5175,마케팅부,6335,66,경기,315147,4305
직원_5176,인사부,8865,176,서울,781423,8406
직원_5177,마케팅부,5081,113,경기,452968,5541
직원_5178,인사부,5795,57,광주,144465,7107
직원_5179,인사부,3314,183,서울,397947,4173
직원_5180,기획부,7445,73,서울,149581,1090
직원_5181,마케팅부,5488,136,대전,925355,7141
직원_5182,기획부,2194,63,부산,270268,2533
직원_5183,마케팅부,2296,122,경기,336957,2319
직원_5184,기획부,7391,110,경기,839349,5825
직원_5185,마케팅부,4567,110,광주,755992,1918
직원_5186,마케팅부,7351,116,경기,113880,7544
직원_5187,영업부,8991,160,경기,997896,4657
직원_5188,영업부,8795,62,대전,171946,8756
직원_5189,영업부,7170,171,부산,610574,2134
직원_5190,마케팅부,2773,118,경기,845013,7248
직원_5191,마케팅부,6358,168,서울,144600,6491
직원_5192,기획부,8809,51,광주,654019,9095
직원_5193,개발부,2814,195,부산,145997,7079
직원_5194,인사부,2663,104,광주,197651,9741
직원_5195,인사부,2395,79,부산,678201,8464
직원_5196,영업부,8926,161,광주,844428,4614
직원_5197,기획부,7640,186,경기,230155,8656
직원_5198,인사부,5023,127,경기,414155,8524
직원_5199,인사부,5928,124,광주,646068,5874
직원_5200,개발부,8138,54,광주,409599,7272
직원_5201,기획부,6928,114,경기,379966,3517
직원_5202,인사부,5131,51,경기,699826,4200
직원_5203,개발부,6775,190,광주,597098,9321
직원_5204,개발부,4373,155,부산,325322,2109
직원_5205,기획부,3575,117,서울,739982,1671
직원_5206,마케팅부,2893,172,서울,284386,7429
직원_5207,인사부,5260,177,경기,456181,6799
직원_5208,영업부,4743,61,대전,269760,8070
직원_5209,영업부,5197,74,대전,716707,5138
직원_5210,영업부,5804,191,대전,832083,9314
직원_5211,인사부,4332,183,대전,173980,8216
직원_5212,마케팅부,7720,144,부산,987134,4368
직원_5213,영업부,8636,133,경기,226878,3326
직원_5214,기획부,7172,154,대전,406058,3056
직원_5215,영업부,7857,115,대전,234670,9857
직원_5216,마케팅부,3343,99,광주,659198,8312
직원_5217,인사부,5723,63,대전,532985,2974
직원_5218,영업부,6801,139,부산,522457,7401
직원_5219,개발부,5377,116,서울,253388,4203
직원_5220,영업부,3653,83,부산,181804,4885
직원_5221,기획부,3842,78,서울,151286,5577
직원_5222,마케팅부,7733,128,부산,758719,9179
직원_5223,인사부,7763,62,광주,277795,2610
직원_5224,개발부,8209,133,부산,486452,1061
직원_5225,마케팅부,4701,194,부산,776300,1565
직원_5226,기획부,3588,168,대전,230777,2869
직원_5227,인사부,6811,174,광주,138667,1601
직원_5228,기획부,7740,184,서울,975811,1306
직원_5229,인사부,5283,152,부산,466146,1593
직원_5230,영업부,7904,139,서울,570264,3402
직원_5231,마케팅부,4121,190,대전,992916,7906
직원_5232,영업부,8885,138,경기,637917,8860
직원_5233,기획부,6469,188,서울,681696,7277
직원_5234,마케팅부,8986,161,대전,514383,7146
직원_5235,개발부,6366,97,경기,324036,1850
직원_5236,마케팅부,2756,140,경기,789583,4194
직원_5237,인사부,2371,81,서울,748087,8254
직원_5238,개발부,5252,167,부산,886557,3445
직원_5239,마케팅부,6459,120,부산,900955,6385
직원_5240,마케팅부,2656,140,부산,661010,4322
직원_5241,기획부,6308,162,대전,850590,7004
직원_5242,영업부,2710,191,부산,503755,1299
직원_5243,개발부,3713,117,부산,376233,9734
직원_5244,기획부,8948,172,부산,949667,4526
직원_5245,마케팅부,4546,68,서울,541296,3479
직원_5246,개발부,3235,107,대전,819610,3847
직원_5247,인사부,7352,162,대전,922500,5490
직원_5248,개발부,5967,74,대전,682859,8261
직원_5249,영업부,4574,54,대전,189981,7320
직원_5250,개발부,7714,79,경기,965188,4608
직원_5251,개발부,4281,178,광주,230752,9167
직원_5252,마케팅부,8018,118,광주,179936,5997
직원_5253,개발부,7708,157,광주,906817,5972
직원_5254,기획부,7646,133,경기,519504,2025
직원_5255,인사부,7344,181,서울,347917,6383
직원_5256,영업부,3209,95,서울,825296,4769
직원_5257,마케팅부,8279,58,경기,740354,5777
직원_5258,개발부,2945,190,서울,196644,2936
직원_5259,개발부,4128,158,경기,227821,4759
직원_5260,마케팅부,5300,180,서울,989795,2399
직원_5261,개발부,8707,198,서울,629351,4869
직원_5262,영업부,4882,115,서울,841959,3799
직원_5263,마케팅부,7588,169,대전,364364,5074
직원_5264,인사부,5503,96,서울,901303,9092
직원_5265,기획부,6550,157,대전,237378,6338
직원_5266,개발부,8681,99,부산,613837,3654
직원_5267,개발부,2433,109,서울,326834,9305
직원_5268,기획부,7933,125,대전,806356,5245
직원_5269,마케팅부,5654,183,대전,805496,1828
직원_5270,영업부,7108,104,경기,466401,4838
직원_5271,기획부,2286,150,부산,944762,6468
직원_5272,마케팅부,4936,155,대전,242728,6699
직원_5273,개발부,8850,128,광주,820916,7427
직원_5274,기획부,4588,132,경기,542522,9753
직원_5275,기획부,5019,94,광주,735639,4812
직원_5276,기획부,7091,179,서울,517495,9224
직원_5277,마케팅부,2481,171,서울,113423,7609
직원_5278,기획부,6836,75,경기,509676,9437
직원_5279,마케팅부,8276,87,경기,557545,7577
직원_5280,마케팅부,5871,178,부산,547880,7043
직원_5281,개발부,5017,192,경기,637572,4115
직원_5282,기획부,6825,164,광주,972682,1026
직원_5283,개발부,5642,72,경기,463988,5682
직원_5284,인사부,2116,135,부산,861641,7633
직원_5285,마케팅부,6336,170,부산,790834,5359
직원_5286,개발부,4196,134,경기,701073,2181
직원_5287,개발부,7945,141,대전,649274,8276
직원_5288,기획부,3860,74,부산,968742,8016
직원_5289,기획부,5957,68,서울,935300,5215
직원_5290,기획부,6325,98,서울,924270,6141
직원_5291,개발부,2711,141,광주,267249,8878
직원_5292,인사부,3320,193,서울,693515,8089
직원_5293,인사부,8905,101,서울,955810,6018
직원_5294,개발부,7436,198,광주,678633,1275
직원_5295,영업부,8514,61,부산,848839,9350
직원_5296,개발부,3395,80,부산,362895,9502
직원_5297,마케팅부,3076,173,경기,200507,9772
직원_5298,인사부,3663,115,서울,998495,4322
직원_5299,마케팅부,2910,60,부산,289329,1206
직원_5300,인사부,4729,53,경기,631638,6917
직원_5301,기획부,4776,120,경기,739050,8689
직원_5302,개발부,7202,125,대전,953558,3567
직원_5303,개발부,8990,128,서울,619218,5268
직원_5304,기획부,7592,161,광주,907533,4645
직원_5305,영업부,8870,59,광주,553412,9646
직원_5306,개발부,5931,89,경기,648799,4730
직원_5307,기획부,8659,103,서울,108516,6699
직원_5308,영업부,3532,60,부산,496091,1508
직원_5309,기획부,4055,66,경기,743682,7191
직원_5310,개발부,5720,147,경기,486907,2215
직원_5311,영업부,2368,94,대전,472627,5948
직원_5312,인사부,8273,181,대전,444155,6138
직원_5313,기획부,4546,198,경기,778135,9820
직원_5314,개발부,4582,105,광주,106300,1954
직원_5315,영업부,3982,87,대전,347800,3734
직원_5316,마케팅부,6158,52,대전,668374,3235
직원_5317,기획부,3042,197,광주,397831,3071
직원_5318,인사부,7617,66,광주,279418,5895
직원_5319,인사부,3151,175,경기,205461,7895
직원_5320,개발부,6660,55,대전,587929,9351
직원_5321,마케팅부,5242,132,광주,567352,1692
직원_5322,기획부,4824,156,경기,751058,5593
직원_5323,기획부,7432,138,대전,126157,8334
직원_5324,개발부,4123,116,서울,641670,2509
직원_5325,기획부,7623,155,광주,412479,4848
직원_5326,개발부,7571,103,광주,566954,3903
직원_5327,기획부,7365,155,서울,984186,3593
직원_5328,인사부,7071,120,대전,306026,7083
직원_5329,개발부,4833,64,부산,697498,3460
직원_5330,영업부,5550,90,광주,637681,3029
직원_5331,마케팅부,8886,182,서울,154338,6494
직원_5332,마케팅부,7056,128,경기,872045,7307
직원_5333,개발부,4267,134,서울,878023,2286
직원_5334,인사부,3994,62,광주,986662,2286
직원_5335,개발부,5069,198,대전,564996,9726
직원_5336,개발부,6477,96,경기,484312,1491
직원_5337,마케팅부,8192,58,경기,146188,6123
직원_5338,개발부,8385,178,광주,659960,6619
직원_5339,영업부,8375,72,서울,429368,9236
직원_5340,마케팅부,8627,71,부산,968250,9388
직원_5341,영업부,3350,123,경기,361602,1524
직원_5342,인사부,2196,197,서울,544394,9545
직원_5343,개발부,8543,118,서울,916859,6618
직원_5344,기획부,2637,80,서울,938635,4231
직원_5345,인사부,7339,164,광주,482895,9482
직원_5346,개발부,3751,96,대전,530678,7271
직원_5347,마케팅부,5587,110,광주,391535,4590
직원_5348,개발부,6792,183,광주,311271,7647
직원_5349,인사부,4994,158,서울,388914,7851
직원_5350,인사부,2462,114,대전,520221,4618
직원_5351,기획부,2719,83,부산,367443,9980
직원_5352,마케팅부,5370,53,부산,761060,1880
직원_5353,기획부,5132,70,경기,850699,8397
직원_5354,영업부,5266,70,광주,603776,2956
직원_5355,기획부,2715,60,경기,758941,2279
직원_5356,인사부,8328,125,부산,270863,9430
직원_5357,영업부,2924,131,광주,240833,2824
직원_5358,인사부,6189,106,부산,975232,9416
직원_5359,영업부,6189,184,대전,187087,5711
직원_5360,마케팅부,6047,170,부산,497738,1134
직원_5361,마케팅부,6905,133,서울,270674,7011
직원_5362,영업부,5973,94,광주,259945,6385
직원_5363,기획부,3291,143,서울,970431,4248
직원_5364,마케팅부,7231,155,경기,410979,6800
직원_5365,영업부,7556,147,서울,433449,4541
직원_5366,마케팅부,8036,117,광주,564385,1187
직원_5367,개발부,3966,131,대전,306606,7590
직원_5368,개발부,6871,116,서울,922073,8160
직원_5369,마케팅부,4563,162,대전,324980,5371
직원_5370,인사부,7292,182,대전,120449,7531
직원_5371,마케팅부,7716,59,경기,625384,9287
직원_5372,영업부,3831,165,대전,393875,6994
직원_5373,인사부,6275,120,서울,275047,3438
직원_5374,마케팅부,8876,104,부산,876049,6117
직원_5375,기획부,5927,118,경기,436532,9856
직원_5376,마케팅부,4413,159,부산,130992,5421
직원_5377,인사부,4049,184,부산,389575,7043
직원_5378,영업부,2672,97,경기,475652,6057
직원_5379,인사부,4173,100,부산,836228,1081
직원_5380,기획부,4616,181,경기,852106,6778
직원_5381,마케팅부,2900,78,서울,418782,6355
직원_5382,기획부,5995,79,대전,904261,7654
직원_5383,인사부,8618,168,대전,809720,2175
직원_5384,마케팅부,2568,94,부산,954995,3268
직원_5385,개발부,7423,85,대전,605142,1043
직원_5386,개발부,3900,77,부산,410258,2063
직원_5387,마케팅부,7254,62,광주,951312,3818
직원_5388,인사부,3929,70,부산,177837,1749
직원_5389,마케팅부,4345,133,경기,877837,3287
직원_5390,마케팅부,2073,138,광주,117881,6412
직원_5391,인사부,7925,118,서울,832501,8500
직원_5392,영업부,6125,157,서울,256429,1599
직원_5393,영업부,4794,113,대전,939504,3032
직원_5394,인사부,2333,58,경기,589260,8524
직원_5395,마케팅부,7039,59,경기,905002,3313
직원_5396,인사부,7809,80,부산,689354,4268
직원_5397,영업부,4471,80,경기,106095,4525
직원_5398,기획부,3627,58,부산,273308,1566
직원_5399,개발부,4699,169,광주,762491,4218
직원_5400,기획부,7141,72,부산,908791,2096
직원_5401,개발부,4822,173,대전,418456,5441
직원_5402,영업부,6880,182,서울,902621,5354
직원_5403,인사부,3977,171,부산,920147,8020
직원_5404,개발부,3489,120,서울,316674,5763
직원_5405,인사부,5141,144,부산,110952,3795
직원_5406,영업부,5880,78,경기,427701,2679
직원_5407,개발부,7802,128,경기,146010,3941
직원_5408,인사부,8192,124,서울,595965,1389
직원_5409,기획부,5384,50,부산,134510,6922
직원_5410,인사부,5889,68,서울,745653,3406
직원_5411,영업부,6679,101,경기,224983,3169
직원_5412,마케팅부,7343,141,광주,494171,8129
직원_5413,영업부,7014,59,대전,769017,1728
직원_5414,개발부,7386,116,경기,623010,5331
직원_5415,개발부,4237,127,대전,482509,2821
직원_5416,마케팅부,5112,179,대전,654011,1402
직원_5417,기획부,4437,88,대전,320343,1255
직원_5418,개발부,3679,139,경기,669293,5015
직원_5419,인사부,4099,99,부산,722013,9409
직원_5420,개발부,8091,128,서울,710216,5618
직원_5421,영업부,2829,163,부산,622167,7895
직원_5422,기획부,5613,193,광주,381038,6071
직원_5423,기획부,8345,63,광주,982020,8888
직원_5424,기획부,5829,182,부산,914842,4460
직원_5425,개발부,6724,181,서울,811753,4792
직원_5426,영업부,2454,137,경기,796875,5229
직원_5427,마케팅부,2973,149,부산,858628,9467
직원_5428,영업부,5322,74,경기,422184,7910
직원_5429,인사부,6039,192,대전,727020,4004
직원_5430,마케팅부,4413,55,광주,780590,6656
직원_5431,영업부,3802,153,광주,287479,3240
직원_5432,마케팅부,8265,64,서울,627334,9973
직원_5433,개발부,2396,195,경기,445329,3925
직원_5434,인사부,5095,149,서울,693595,5252
직원_5435,마케팅부,3534,141,경기,770273,3922
직원_5436,인사부,5682,101,서울,510726,2721
직원_5437,마케팅부,4499,100,대전,331838,4117
직원_5438,영업부,5964,119,부산,413642,8954
직원_5439,기획부,5608,70,대전,582736,3725
직원_5440,영업부,7395,184,서울,729258,3207
직원_5441,마케팅부,3781,149,경기,594254,2271
직원_5442,마케팅부,8770,150,부산,763196,2030
직원_5443,마케팅부,7364,108,부산,318534,7042
직원_5444,개발부,7015,123,경기,463213,1548
직원_5445,마케팅부,4773,80,경기,738747,6709
직원_5446,개발부,6735,149,광주,857681,3093
직원_5447,영업부,8600,63,부산,291955,9255
직원_5448,인사부,7552,168,서울,155146,5484
직원_5449,마케팅부,3364,141,서울,465568,1168
직원_5450,마케팅부,4518,106,서울,593265,1302
직원_5451,영업부,4151,61,부산,140716,7388
직원_5452,마케팅부,7704,93,부산,644215,7488
직원_5453,개발부,8117,157,서울,618900,3422
직원_5454,기획부,3401,71,경기,373394,8944
직원_5455,개발부,6387,103,광주,927894,8972
직원_5456,개발부,7226,76,부산,963786,6192
직원_5457,마케팅부,8590,90,대전,794385,4658
직원_5458,영업부,4254,160,서울,179991,5362
직원_5459,마케팅부,8633,146,부산,308076,5213
직원_5460,인사부,8652,126,광주,168729,1911
직원_5461,기획부,8891,118,경기,610265,5535
직원_5462,인사부,3833,112,경기,315679,9655
직원_5463,마케팅부,6346,96,대전,510563,9912
직원_5464,개발부,7583,193,서울,687566,9261
직원_5465,마케팅부,3522,89,경기,247921,9374
직원_5466,마케팅부,4014,74,서울,704546,6062
직원_5467,마케팅부,2178,117,경기,742772,2265
직원_5468,인사부,8931,108,광주,386820,6824
직원_5469,개발부,2913,60,경기,219856,2271
직원_5470,영업부,4813,138,부산,984973,5034
직원_5471,기획부,8223,126,광주,702034,3206
직원_5472,인사부,4901,157,대전,504777,9075
직원_5473,영업부,2598,119,대전,159269,8277
직원_5474,기획부,5184,162,서울,352704,1908
직원_5475,기획부,8957,54,광주,399222,3970
직원_5476,마케팅부,2773,141,부산,711795,8950
직원_5477,마케팅부,2508,164,광주,134595,6818
직원_5478,기획부,2152,154,서울,409592,7826
직원_5479,인사부,7199,162,대전,499420,5740
직원_5480,개발부,8010,198,서울,625930,7260
직원_5481,영업부,4388,196,대전,326910,1856
직원_5482,마케팅부,6635,109,서울,969736,6389
직원_5483,인사부,2576,185,광주,656062,3609
직원_5484,영업부,5462,132,대전,348918,6252
직원_5485,영업부,2606,189,대전,956781,4106
직원_5486,기획부,6481,170,경기,395201,3824
직원_5487,마케팅부,5220,181,대전,623286,1316
직원_5488,개발부,4051,168,경기,171472,1056
직원_5489,개발부,4173,51,서울,815264,5847
직원_5490,인사부,3279,58,대전,947538,8617
직원_5491,인사부,8546,182,부산,272612,2812
직원_5492,인사부,3534,198,경기,296100,6606
직원_5493,인사부,5015,168,서울,633281,7378
직원_5494,개발부,8086,64,대전,815676,6532
직원_5495,인사부,2923,114,광주,143122,9551
직원_5496,기획부,3921,66,서울,830851,6855
직원_5497,기획부,7192,60,광주,282676,5928
직원_5498,개발부,2447,145,대전,649934,6112
직원_5499,기획부,8647,152,경기,742960,3997
직원_5500,영업부,4661,172,대전,453224,6930
직원_5501,영업부,8935,81,부산,174403,9825
직원_5502,영업부,8755,60,광주,889654,9491
직원_5503,인사부,4661,112,부산,436865,3692
직원_5504,기획부,2642,153,부산,918963,4236
직원_5505,기획부,8154,146,대전,146895,8744
직원_5506,마케팅부,5767,94,경기,343382,6816
직원_5507,개발부,5418,56,광주,867550,2516
직원_5508,마케팅부,6934,173,서울,114732,7074
직원_5509,개발부,7518,96,경기,523402,6692
직원_5510,마케팅부,3045,179,서울,622763,9671
직원_5511,인사부,2352,117,경기,204341,8494
직원_5512,인사부,6026,103,부산,367077,9460
직원_5513,개발부,2305,164,경기,889666,3524
직원_5514,인사부,2243,173,대전,558737,2804
직원_5515,인사부,5335,125,경기,803051,1775
직원_5516,기획부,6931,110,서울,339976,6650
직원_5517,영업부,8404,83,광주,325498,5896
직원_5518,개발부,6107,107,광주,760186,6986
직원_5519,기획부,4906,160,광주,943954,7245
직원_5520,기획부,3684,85,부산,129034,7592
직원_5521,마케팅부,2603,189,대전,398374,4699
직원_5522,마케팅부,6242,162,대전,522445,3427
직원_5523,마케팅부,8106,129,서울,466943,9994
직원_5524,영업부,4762,101,대전,446853,8729
직원_5525,영업부,6667,108,광주,666858,5580
직원_5526,개발부,5424,101,부산,570964,1790
직원_5527,기획부,8250,84,부산,432831,8552
직원_5528,인사부,8261,118,광주,557610,7700
직원_5529,인사부,6392,147,경기,849958,4704
직원_5530,개발부,7346,69,경기,902597,3672
직원_5531,마케팅부,3844,140,광주,504450,6240
직원_5532,마케팅부,7823,172,서울,549635,3338
직원_5533,개발부,4204,191,경기,782774,7663
직원_5534,기획부,6246,134,부산,376049,3547
직원_5535,영업부,3790,123,경기,994455,8328
직원_5536,마케팅부,8105,121,서울,956358,6983
직원_5537,기획부,2306,62,경기,626297,7192
직원_5538,영업부,3138,125,경기,286938,4837
직원_5539,개발부,7483,138,광주,612272,9845
직원_5540,영업부,7463,107,대전,539268,5452
직원_5541,개발부,7211,185,서울,792023,6410
직원_5542,영업부,2144,91,서울,883707,8381
직원_5543,기획부,4125,176,부산,209813,1136
직원_5544,영업부,7141,167,서울,346260,4640
직원_5545,개발부,4899,54,경기,150566,7996
직원_5546,인사부,3557,131,광주,730766,5945
직원_5547,마케팅부,3982,130,서울,176652,2331
직원_5548,영업부,3303,76,광주,584202,6066
직원_5549,영업부,7821,155,서울,234101,5056
직원_5550,인사부,6876,106,부산,534536,9936
직원_5551,마케팅부,6420,52,대전,633331,5596
직원_5552,영업부,6742,170,대전,754095,5456
직원_5553,인사부,4203,195,경기,609070,1721
직원_5554,인사부,8326,61,서울,264859,7508
직원_5555,기획부,7758,141,부산,898448,9493
직원_5556,기획부,7177,152,서울,382168,4649
직원_5557,영업부,6250,165,부산,907341,5871
직원_5558,영업부,2354,101,광주,194304,9722
직원_5559,기획부,7869,51,광주,757072,4618
직원_5560,영업부,8107,197,서울,816057,4924
직원_5561,영업부,4858,101,광주,736292,2679
직원_5562,기획부,3717,149,광주,354287,2352
직원_5563,인사부,2285,98,부산,686202,2601
직원_5564,개발부,4030,186,경기,424849,9793
직원_5565,마케팅부,2555,183,대전,214410,4229
직원_5566,개발부,8726,179,서울,668081,9677
직원_5567,영업부,3072,127,대전,142162,5241
직원_5568,기획부,8707,197,서울,750352,3838
직원_5569,인사부,8527,153,서울,850519,9198
직원_5570,개발부,6001,146,경기,647287,5157
직원_5571,기획부,4316,84,경기,154396,3042
직원_5572,마케팅부,8392,79,광주,170824,6261
직원_5573,영업부,7693,109,서울,181272,2659
직원_5574,개발부,4712,168,광주,797704,8003
직원_5575,인사부,5773,61,대전,415144,9893
직원_5576,인사부,6526,57,부산,838754,5753
직원_5577,인사부,8774,66,부산,205514,5617
직원_5578,마케팅부,6087,146,광주,618314,8705
직원_5579,인사부,3691,91,서울,536009,1105
직원_5580,마케팅부,4217,190,부산,632350,8550
직원_5581,영업부,8977,154,광주,955746,4177
직원_5582,기획부,7862,107,대전,783882,3003
직원_5583,기획부,7875,107,서울,177851,2928
직원_5584,기획부,4950,195,부산,385363,4499
직원_5585,마케팅부,5534,67,부산,934541,8373
직원_5586,개발부,4709,195,부산,939135,8212
직원_5587,인사부,6649,147,부산,852476,9723
직원_5588,기획부,2781,177,대전,196139,9466
직원_5589,인사부,5125,70,경기,634202,8186
직원_5590,영업부,8773,141,광주,880396,8510
직원_5591,마케팅부,7375,98,경기,160345,1462
직원_5592,마케팅부,8061,128,대전,138473,8534
직원_5593,영업부,5310,148,서울,181956,7776
직원_5594,개발부,8736,62,광주,124440,8304
직원_5595,기획부,6787,112,부산,752110,7106
직원_5596,기획부,8795,139,광주,812549,7534
직원_5597,개발부,4512,143,부산,553919,5320
직원_5598,영업부,5036,122,광주,896674,9538
직원_5599,인사부,5802,61,경기,148841,2850
직원_5600,개발부,8644,184,광주,935647,7881
직원_5601,기획부,8944,77,부산,975598,7726
직원_5602,인사부,2832,154,서울,504908,5144
직원_5603,개발부,6171,130,서울,800039,5716
직원_5604,개발부,5371,93,서울,719602,4260
직원_5605,기획부,8822,76,광주,975171,2220
직원_5606,마케팅부,5862,184,광주,879495,8417
직원_5607,기획부,7584,141,경기,161379,2800
직원_5608,영업부,2481,192,광주,807893,7422
직원_5609,마케팅부,8145,185,경기,351732,7906
직원_5610,인사부,7111,157,경기,255524,9603
직원_5611,개발부,8544,123,대전,294543,1145
직원_5612,기획부,3842,97,경기,766561,8439
직원_5613,마케팅부,8187,174,부산,949517,3167
직원_5614,마케팅부,7561,130,부산,548208,7570
직원_5615,개발부,4165,141,서울,301367,7310
직원_5616,개발부,5950,132,서울,427957,9162
직원_5617,마케팅부,4330,100,광주,690733,8472
직원_5618,마케팅부,8095,143,대전,295034,6161
직원_5619,개발부,7420,108,경기,318904,3636
직원_5620,개발부,8125,156,서울,825939,7846
직원_5621,기획부,4133,68,부산,774534,7998
직원_5622,기획부,7717,89,부산,136184,6321
직원_5623,영업부,7065,109,광주,530542,7852
직원_5624,개발부,6135,95,광주,740756,7107
직원_5625,인사부,5039,71,대전,540670,1776
직원_5626,인사부,5767,156,경기,638878,9748
직원_5627,인사부,4683,110,서울,103295,7043
직원_5628,영업부,5095,80,경기,386021,1721
직원_5629,영업부,3128,162,서울,237516,6973
직원_5630,영업부,7826,155,경기,716202,9851
직원_5631,마케팅부,6536,186,대전,732174,6105
직원_5632,영업부,6354,88,대전,963749,2637
직원_5633,기획부,3882,104,부산,363522,4971
직원_5634,마케팅부,4289,54,부산,115028,2462
직원_5635,마케팅부,2364,167,대전,666654,8765
직원_5636,기획부,4841,51,경기,928263,2227
직원_5637,인사부,5687,121,서울,830782,6721
직원_5638,기획부,8323,184,경기,999322,4419
직원_5639,개발부,7085,107,부산,724583,9321
직원_5640,마케팅부,3893,180,부산,664805,6817
직원_5641,영업부,2515,85,부산,595593,7653
직원_5642,개발부,5379,67,광주,160836,6835
직원_5643,인사부,3316,85,서울,977839,9960
직원_5644,영업부,7213,110,광주,921148,7200
직원_5645,마케팅부,5031,129,부산,238672,9207
직원_5646,기획부,3978,171,경기,708516,9564
직원_5647,마케팅부,5811,90,부산,303887,9290
직원_5648,마케팅부,3189,110,대전,488584,5577
직원_5649,마케팅부,8870,67,서울,138957,8196
직원_5650,기획부,3185,161,서울,736872,2555
직원_5651,기획부,7526,197,광주,800654,9150
직원_5652,개발부,4054,140,서울,241413,3753
직원_5653,영업부,4955,198,서울,604957,9557
직원_5654,마케팅부,5028,199,경기,675465,3846
직원_5655,개발부,6495,85,경기,740411,1984
직원_5656,인사부,6488,162,대전,510701,2968
직원_5657,마케팅부,8276,187,광주,852586,2948
직원_5658,마케팅부,5671,105,광주,718515,3260
직원_5659,마케팅부,2074,96,경기,333352,2920
직원_5660,마케팅부,5970,99,서울,820331,2734
직원_5661,개발부,8813,85,광주,447087,9815
직원_5662,영업부,7115,116,광주,295662,3060
직원_5663,마케팅부,7199,115,경기,256280,1750
직원_5664,개발부,5188,147,대전,675773,9081
직원_5665,마케팅부,2214,77,대전,198283,1767
직원_5666,기획부,2258,157,서울,648658,9136
직원_5667,마케팅부,7805,101,부산,491353,2898
직원_5668,영업부,8926,112,부산,411821,1281
직원_5669,마케팅부,2273,56,경기,883893,5653
직원_5670,기획부,6349,176,광주,769326,9039
직원_5671,영업부,6372,127,서울,380718,5483
직원_5672,인사부,3055,130,광주,134721,8293
직원_5673,기획부,3808,61,서울,221398,9352
직원_5674,개발부,8014,167,광주,538336,8249
직원_5675,영업부,3428,188,서울,441124,9039
직원_5676,인사부,6340,60,서울,916500,4203
직원_5677,마케팅부,6957,94,서울,562962,4165
직원_5678,개발부,3656,131,경기,212582,7638
직원_5679,영업부,7281,92,광주,723818,3956
직원_5680,인사부,8174,163,대전,891845,6161
직원_5681,인사부,5787,158,부산,955333,5568
직원_5682,마케팅부,8270,167,서울,676861,1111
직원_5683,인사부,8408,75,서울,671126,5607
직원_5684,기획부,2680,77,경기,917729,6840
직원_5685,마케팅부,5754,177,대전,487954,9597
직원_5686,인사부,7879,153,부산,770682,7258
직원_5687,개발부,4166,148,광주,341297,1586
직원_5688,마케팅부,3773,183,경기,736944,8420
직원_5689,개발부,6042,56,경기,236230,6662
직원_5690,기획부,3078,178,광주,378457,4587
직원_5691,마케팅부,4075,106,경기,455444,3886
직원_5692,기획부,2549,185,광주,614504,1186
직원_5693,기획부,8402,140,경기,374617,2086
직원_5694,마케팅부,6180,70,광주,482030,8241
직원_5695,개발부,4669,118,광주,810526,6618
직원_5696,영업부,4995,149,서울,507823,5219
직원_5697,개발부,5362,155,대전,249775,3856
직원_5698,개발부,5409,110,부산,713651,9339
직원_5699,마케팅부,8775,181,경기,585123,5803
직원_5700,영업부,5608,187,서울,865968,4991
직원_5701,개발부,3821,153,광주,343324,3098
직원_5702,마케팅부,6135,87,광주,481573,4830
직원_5703,개발부,7762,122,대전,741499,8645
직원_5704,인사부,2739,114,부산,195899,6807
직원_5705,개발부,8486,68,서울,559855,3325
직원_5706,인사부,7715,182,서울,184282,4853
직원_5707,인사부,4503,163,서울,185768,1906
직원_5708,마케팅부,7765,60,대전,657540,1006
직원_5709,영업부,6468,69,부산,619366,7553
직원_5710,기획부,3461,102,대전,418952,8005
직원_5711,영업부,6729,118,광주,321017,4793
직원_5712,마케팅부,3306,165,대전,384129,9678
직원_5713,마케팅부,5305,184,경기,921305,9886
직원_5714,기획부,4187,187,광주,550576,3662
직원_5715,영업부,2818,95,대전,556977,8397
직원_5716,개발부,8895,120,광주,511220,6428
직원_5717,개발부,5917,196,경기,450941,9560
직원_5718,마케팅부,3870,143,부산,994635,3496
직원_5719,마케팅부,8443,64,대전,907482,8840
직원_5720,마케팅부,5633,132,서울,580682,6992
직원_5721,개발부,2863,58,광주,815507,8372
직원_5722,마케팅부,2975,195,서울,793480,5596
직원_5723,인사부,4793,190,광주,681558,2906
직원_5724,개발부,8660,74,대전,760159,9573
직원_5725,마케팅부,5401,87,서울,967011,3350
직원_5726,개발부,5043,100,경기,449349,2986
직원_5727,기획부,4357,192,부산,949729,2574
직원_5728,마케팅부,8785,79,대전,100465,3164
직원_5729,기획부,4491,151,서울,678571,7758
직원_5730,기획부,3656,185,대전,495357,9642
직원_5731,인사부,8160,122,경기,467851,5178
